pokemonId,dexNumber,name,speciesName,identifier,formIdentifier,isDefaultForm,sprite,ocrAliases
372,372,Shelgon,Shelgon,shelgon,,True,372.png,Shelgon | shelgon
373,373,Salamence,Salamence,salamence,,True,373.png,Salamence | salamence
374,374,Beldum,Beldum,beldum,,True,374.png,Beldum | beldum
375,375,Metang,Metang,metang,,True,375.png,Metang | metang
376,376,Metagross,Metagross,metagross,,True,376.png,Metagross | metagross
377,377,Regirock,Regirock,regirock,,True,377.png,Regirock | regirock
378,378,Regice,Regice,regice,,True,378.png,Regice | regice
379,379,Registeel,Registeel,registeel,,True,379.png,Registeel | registeel
380,380,Latias,Latias,latias,,True,380.png,Latias | latias
381,381,Latios,Latios,latios,,True,381.png,Latios | latios
382,382,Kyogre,Kyogre,kyogre,,True,382.png,Kyogre | kyogre
383,383,Groudon,Groudon,groudon,,True,383.png,Groudon | groudon
384,384,Rayquaza,Rayquaza,rayquaza,,True,384.png,Rayquaza | rayquaza
385,385,Jirachi,Jirachi,jirachi,,True,385.png,Jirachi | jirachi
386,386,Deoxys,Deoxys,deoxys-normal,,True,386.png,Deoxys | deoxys normal | deoxys-normal
387,387,Turtwig,Turtwig,turtwig,,True,387.png,Turtwig | turtwig
388,388,Grotle,Grotle,grotle,,True,388.png,Grotle | grotle
389,389,Torterra,Torterra,torterra,,True,389.png,Torterra | torterra
390,390,Chimchar,Chimchar,chimchar,,True,390.png,Chimchar | chimchar
391,391,Monferno,Monferno,monferno,,True,391.png,Monferno | monferno
392,392,Infernape,Infernape,infernape,,True,392.png,Infernape | infernape
393,393,Piplup,Piplup,piplup,,True,393.png,Piplup | piplup
394,394,Prinplup,Prinplup,prinplup,,True,394.png,Prinplup | prinplup
395,395,Empoleon,Empoleon,empoleon,,True,395.png,Empoleon | empoleon
396,396,Starly,Starly,starly,,True,396.png,Starly | starly
397,397,Staravia,Staravia,staravia,,True,397.png,Staravia | staravia
398,398,Staraptor,Staraptor,staraptor,,True,398.png,Staraptor | staraptor
399,399,Bidoof,Bidoof,bidoof,,True,399.png,Bidoof | bidoof
400,400,Bibarel,Bibarel,bibarel,,True,400.png,Bibarel | bibarel
401,401,Kricketot,Kricketot,kricketot,,True,401.png,Kricketot | kricketot
402,402,Kricketune,Kricketune,kricketune,,True,402.png,Kricketune | kricketune
403,403,Shinx,Shinx,shinx,,True,403.png,Shinx | shinx
404,404,Luxio,Luxio,luxio,,True,404.png,Luxio | luxio
405,405,Luxray,Luxray,luxray,,True,405.png,Luxray | luxray
406,406,Budew,Budew,budew,,True,406.png,Budew | budew
407,407,Roserade,Roserade,roserade,,True,407.png,Roserade | roserade
408,408,Cranidos,Cranidos,cranidos,,True,408.png,Cranidos | cranidos
409,409,Rampardos,Rampardos,rampardos,,True,409.png,Rampardos | rampardos
410,410,Shieldon,Shieldon,shieldon,,True,410.png,Shieldon | shieldon
411,411,Bastiodon,Bastiodon,bastiodon,,True,411.png,Bastiodon | bastiodon
412,412,Burmy,Burmy,burmy,,True,412.png,Burmy | burmy
413,413,Wormadam,Wormadam,wormadam-plant,,True,413.png,Wormadam | wormadam plant | wormadam-plant
414,414,Mothim,Mothim,mothim,,True,414.png,Mothim | mothim
415,415,Combee,Combee,combee,,True,415.png,Combee | combee
416,416,Vespiquen,Vespiquen,vespiquen,,True,416.png,Vespiquen | vespiquen
417,417,Pachirisu,Pachirisu,pachirisu,,True,417.png,Pachirisu | pachirisu
418,418,Buizel,Buizel,buizel,,True,418.png,Buizel | buizel
419,419,Floatzel,Floatzel,floatzel,,True,419.png,Floatzel | floatzel
420,420,Cherubi,Cherubi,cherubi,,True,420.png,Cherubi | cherubi
421,421,Cherrim,Cherrim,cherrim,,True,421.png,Cherrim | cherrim
422,422,Shellos,Shellos,shellos,,True,422.png,Shellos | shellos
423,423,Gastrodon,Gastrodon,gastrodon,,True,423.png,Gastrodon | gastrodon
424,424,Ambipom,Ambipom,ambipom,,True,424.png,Ambipom | ambipom
425,425,Drifloon,Drifloon,drifloon,,True,425.png,Drifloon | drifloon
426,426,Drifblim,Drifblim,drifblim,,True,426.png,Drifblim | drifblim
427,427,Buneary,Buneary,buneary,,True,427.png,Buneary | buneary
428,428,Lopunny,Lopunny,lopunny,,True,428.png,Lopunny | lopunny
429,429,Mismagius,Mismagius,mismagius,,True,429.png,Mismagius | mismagius
430,430,Honchkrow,Honchkrow,honchkrow,,True,430.png,Honchkrow | honchkrow
431,431,Glameow,Glameow,glameow,,True,431.png,Glameow | glameow
432,432,Purugly,Purugly,purugly,,True,432.png,Purugly | purugly
433,433,Chingling,Chingling,chingling,,True,433.png,Chingling | chingling
434,434,Stunky,Stunky,stunky,,True,434.png,Stunky | stunky
435,435,Skuntank,Skuntank,skuntank,,True,435.png,Skuntank | skuntank
436,436,Bronzor,Bronzor,bronzor,,True,436.png,Bronzor | bronzor
437,437,Bronzong,Bronzong,bronzong,,True,437.png,Bronzong | bronzong
438,438,Bonsly,Bonsly,bonsly,,True,438.png,Bonsly | bonsly
439,439,Mime Jr.,Mime Jr.,mime-jr,,True,439.png,Mime Jr. | mime jr | mime-jr
440,440,Happiny,Happiny,happiny,,True,440.png,Happiny | happiny
441,441,Chatot,Chatot,chatot,,True,441.png,Chatot | chatot
442,442,Spiritomb,Spiritomb,spiritomb,,True,442.png,Spiritomb | spiritomb
443,443,Gible,Gible,gible,,True,443.png,Gible | gible
444,444,Gabite,Gabite,gabite,,True,444.png,Gabite | gabite
445,445,Garchomp,Garchomp,garchomp,,True,445.png,Garchomp | garchomp
446,446,Munchlax,Munchlax,munchlax,,True,446.png,Munchlax | munchlax
447,447,Riolu,Riolu,riolu,,True,447.png,Riolu | riolu
448,448,Lucario,Lucario,lucario,,True,448.png,Lucario | lucario
449,449,Hippopotas,Hippopotas,hippopotas,,True,449.png,Hippopotas | hippopotas
450,450,Hippowdon,Hippowdon,hippowdon,,True,450.png,Hippowdon | hippowdon
451,451,Skorupi,Skorupi,skorupi,,True,451.png,Skorupi | skorupi
452,452,Drapion,Drapion,drapion,,True,452.png,Drapion | drapion
453,453,Croagunk,Croagunk,croagunk,,True,453.png,Croagunk | croagunk
454,454,Toxicroak,Toxicroak,toxicroak,,True,454.png,Toxicroak | toxicroak
455,455,Carnivine,Carnivine,carnivine,,True,455.png,Carnivine | carnivine
456,456,Finneon,Finneon,finneon,,True,456.png,Finneon | finneon
457,457,Lumineon,Lumineon,lumineon,,True,457.png,Lumineon | lumineon
458,458,Mantyke,Mantyke,mantyke,,True,458.png,Mantyke | mantyke
459,459,Snover,Snover,snover,,True,459.png,Snover | snover
460,460,Abomasnow,Abomasnow,abomasnow,,True,460.png,Abomasnow | abomasnow
461,461,Weavile,Weavile,weavile,,True,461.png,Weavile | weavile
462,462,Magnezone,Magnezone,magnezone,,True,462.png,Magnezone | magnezone
463,463,Lickilicky,Lickilicky,lickilicky,,True,463.png,Lickilicky | lickilicky
464,464,Rhyperior,Rhyperior,rhyperior,,True,464.png,Rhyperior | rhyperior
465,465,Tangrowth,Tangrowth,tangrowth,,True,465.png,Tangrowth | tangrowth
466,466,Electivire,Electivire,electivire,,True,466.png,Electivire | electivire
467,467,Magmortar,Magmortar,magmortar,,True,467.png,Magmortar | magmortar
468,468,Togekiss,Togekiss,togekiss,,True,468.png,Togekiss | togekiss
469,469,Yanmega,Yanmega,yanmega,,True,469.png,Yanmega | yanmega
470,470,Leafeon,Leafeon,leafeon,,True,470.png,Leafeon | leafeon
471,471,Glaceon,Glaceon,glaceon,,True,471.png,Glaceon | glaceon
472,472,Gliscor,Gliscor,gliscor,,True,472.png,Gliscor | gliscor
473,473,Mamoswine,Mamoswine,mamoswine,,True,473.png,Mamoswine | mamoswine
474,474,Porygon-Z,Porygon-Z,porygon-z,,True,474.png,Porygon Z | Porygon-Z | porygon z | porygon-z
475,475,Gallade,Gallade,gallade,,True,475.png,Gallade | gallade
476,476,Probopass,Probopass,probopass,,True,476.png,Probopass | probopass
477,477,Dusknoir,Dusknoir,dusknoir,,True,477.png,Dusknoir | dusknoir
478,478,Froslass,Froslass,froslass,,True,478.png,Froslass | froslass
479,479,Rotom,Rotom,rotom,,True,479.png,Rotom | rotom
480,480,Uxie,Uxie,uxie,,True,480.png,Uxie | uxie
481,481,Mesprit,Mesprit,mesprit,,True,481.png,Mesprit | mesprit
482,482,Azelf,Azelf,azelf,,True,482.png,Azelf | azelf
483,483,Dialga,Dialga,dialga,,True,483.png,Dialga | dialga
484,484,Palkia,Palkia,palkia,,True,484.png,Palkia | palkia
485,485,Heatran,Heatran,heatran,,True,485.png,Heatran | heatran
486,486,Regigigas,Regigigas,regigigas,,True,486.png,Regigigas | regigigas
487,487,Giratina,Giratina,giratina-altered,,True,487.png,Giratina | giratina altered | giratina-altered
488,488,Cresselia,Cresselia,cresselia,,True,488.png,Cresselia | cresselia
489,489,Phione,Phione,phione,,True,489.png,Phione | phione
490,490,Manaphy,Manaphy,manaphy,,True,490.png,Manaphy | manaphy
491,491,Darkrai,Darkrai,darkrai,,True,491.png,Darkrai | darkrai
492,492,Shaymin,Shaymin,shaymin-land,,True,492.png,Shaymin | shaymin land | shaymin-land
493,493,Arceus,Arceus,arceus,,True,493.png,Arceus | arceus
494,494,Victini,Victini,victini,,True,494.png,Victini | victini
495,495,Snivy,Snivy,snivy,,True,495.png,Snivy | snivy
496,496,Servine,Servine,servine,,True,496.png,Servine | servine
497,497,Serperior,Serperior,serperior,,True,497.png,Serperior | serperior
498,498,Tepig,Tepig,tepig,,True,498.png,Tepig | tepig
499,499,Pignite,Pignite,pignite,,True,499.png,Pignite | pignite
500,500,Emboar,Emboar,emboar,,True,500.png,Emboar | emboar
501,501,Oshawott,Oshawott,oshawott,,True,501.png,Oshawott | oshawott
502,502,Dewott,Dewott,dewott,,True,502.png,Dewott | dewott
503,503,Samurott,Samurott,samurott,,True,503.png,Samurott | samurott
504,504,Patrat,Patrat,patrat,,True,504.png,Patrat | patrat
505,505,Watchog,Watchog,watchog,,True,505.png,Watchog | watchog
506,506,Lillipup,Lillipup,lillipup,,True,506.png,Lillipup | lillipup
507,507,Herdier,Herdier,herdier,,True,507.png,Herdier | herdier
508,508,Stoutland,Stoutland,stoutland,,True,508.png,Stoutland | stoutland
509,509,Purrloin,Purrloin,purrloin,,True,509.png,Purrloin | purrloin
510,510,Liepard,Liepard,liepard,,True,510.png,Liepard | liepard
511,511,Pansage,Pansage,pansage,,True,511.png,Pansage | pansage
512,512,Simisage,Simisage,simisage,,True,512.png,Simisage | simisage
513,513,Pansear,Pansear,pansear,,True,513.png,Pansear | pansear
514,514,Simisear,Simisear,simisear,,True,514.png,Simisear | simisear
515,515,Panpour,Panpour,panpour,,True,515.png,Panpour | panpour
516,516,Simipour,Simipour,simipour,,True,516.png,Simipour | simipour
517,517,Munna,Munna,munna,,True,517.png,Munna | munna
518,518,Musharna,Musharna,musharna,,True,518.png,Musharna | musharna
519,519,Pidove,Pidove,pidove,,True,519.png,Pidove | pidove
520,520,Tranquill,Tranquill,tranquill,,True,520.png,Tranquill | tranquill
521,521,Unfezant,Unfezant,unfezant,,True,521.png,Unfezant | unfezant
522,522,Blitzle,Blitzle,blitzle,,True,522.png,Blitzle | blitzle
523,523,Zebstrika,Zebstrika,zebstrika,,True,523.png,Zebstrika | zebstrika
524,524,Roggenrola,Roggenrola,roggenrola,,True,524.png,Roggenrola | roggenrola
525,525,Boldore,Boldore,boldore,,True,525.png,Boldore | boldore
526,526,Gigalith,Gigalith,gigalith,,True,526.png,Gigalith | gigalith
527,527,Woobat,Woobat,woobat,,True,527.png,Woobat | woobat
528,528,Swoobat,Swoobat,swoobat,,True,528.png,Swoobat | swoobat
529,529,Drilbur,Drilbur,drilbur,,True,529.png,Drilbur | drilbur
530,530,Excadrill,Excadrill,excadrill,,True,530.png,Excadrill | excadrill
531,531,Audino,Audino,audino,,True,531.png,Audino | audino
532,532,Timburr,Timburr,timburr,,True,532.png,Timburr | timburr
533,533,Gurdurr,Gurdurr,gurdurr,,True,533.png,Gurdurr | gurdurr
534,534,Conkeldurr,Conkeldurr,conkeldurr,,True,534.png,Conkeldurr | conkeldurr
535,535,Tympole,Tympole,tympole,,True,535.png,Tympole | tympole
536,536,Palpitoad,Palpitoad,palpitoad,,True,536.png,Palpitoad | palpitoad
537,537,Seismitoad,Seismitoad,seismitoad,,True,537.png,Seismitoad | seismitoad
538,538,Throh,Throh,throh,,True,538.png,Throh | throh
539,539,Sawk,Sawk,sawk,,True,539.png,Sawk | sawk
540,540,Sewaddle,Sewaddle,sewaddle,,True,540.png,Sewaddle | sewaddle
541,541,Swadloon,Swadloon,swadloon,,True,541.png,Swadloon | swadloon
542,542,Leavanny,Leavanny,leavanny,,True,542.png,Leavanny | leavanny
543,543,Venipede,Venipede,venipede,,True,543.png,Venipede | venipede
544,544,Whirlipede,Whirlipede,whirlipede,,True,544.png,Whirlipede | whirlipede
545,545,Scolipede,Scolipede,scolipede,,True,545.png,Scolipede | scolipede
546,546,Cottonee,Cottonee,cottonee,,True,546.png,Cottonee | cottonee
547,547,Whimsicott,Whimsicott,whimsicott,,True,547.png,Whimsicott | whimsicott
548,548,Petilil,Petilil,petilil,,True,548.png,Petilil | petilil
549,549,Lilligant,Lilligant,lilligant,,True,549.png,Lilligant | lilligant
550,550,Basculin,Basculin,basculin-red-striped,,True,550.png,Basculin | basculin red striped | basculin-red-striped
551,551,Sandile,Sandile,sandile,,True,551.png,Sandile | sandile
552,552,Krokorok,Krokorok,krokorok,,True,552.png,Krokorok | krokorok
553,553,Krookodile,Krookodile,krookodile,,True,553.png,Krookodile | krookodile
554,554,Darumaka,Darumaka,darumaka,,True,554.png,Darumaka | darumaka
555,555,Darmanitan,Darmanitan,darmanitan-standard,,True,555.png,Darmanitan | darmanitan standard | darmanitan-standard
556,556,Maractus,Maractus,maractus,,True,556.png,Maractus | maractus
557,557,Dwebble,Dwebble,dwebble,,True,557.png,Dwebble | dwebble
558,558,Crustle,Crustle,crustle,,True,558.png,Crustle | crustle
559,559,Scraggy,Scraggy,scraggy,,True,559.png,Scraggy | scraggy
560,560,Scrafty,Scrafty,scrafty,,True,560.png,Scrafty | scrafty
561,561,Sigilyph,Sigilyph,sigilyph,,True,561.png,Sigilyph | sigilyph
562,562,Yamask,Yamask,yamask,,True,562.png,Yamask | yamask
563,563,Cofagrigus,Cofagrigus,cofagrigus,,True,563.png,Cofagrigus | cofagrigus
564,564,Tirtouga,Tirtouga,tirtouga,,True,564.png,Tirtouga | tirtouga
565,565,Carracosta,Carracosta,carracosta,,True,565.png,Carracosta | carracosta
566,566,Archen,Archen,archen,,True,566.png,Archen | archen
567,567,Archeops,Archeops,archeops,,True,567.png,Archeops | archeops
568,568,Trubbish,Trubbish,trubbish,,True,568.png,Trubbish | trubbish
569,569,Garbodor,Garbodor,garbodor,,True,569.png,Garbodor | garbodor
570,570,Zorua,Zorua,zorua,,True,570.png,Zorua | zorua
571,571,Zoroark,Zoroark,zoroark,,True,571.png,Zoroark | zoroark
572,572,Minccino,Minccino,minccino,,True,572.png,Minccino | minccino
573,573,Cinccino,Cinccino,cinccino,,True,573.png,Cinccino | cinccino
574,574,Gothita,Gothita,gothita,,True,574.png,Gothita | gothita
575,575,Gothorita,Gothorita,gothorita,,True,575.png,Gothorita | gothorita
576,576,Gothitelle,Gothitelle,gothitelle,,True,576.png,Gothitelle | gothitelle
577,577,Solosis,Solosis,solosis,,True,577.png,Solosis | solosis
578,578,Duosion,Duosion,duosion,,True,578.png,Duosion | duosion
579,579,Reuniclus,Reuniclus,reuniclus,,True,579.png,Reuniclus | reuniclus
580,580,Ducklett,Ducklett,ducklett,,True,580.png,Ducklett | ducklett
581,581,Swanna,Swanna,swanna,,True,581.png,Swanna | swanna
582,582,Vanillite,Vanillite,vanillite,,True,582.png,Vanillite | vanillite
583,583,Vanillish,Vanillish,vanillish,,True,583.png,Vanillish | vanillish
584,584,Vanilluxe,Vanilluxe,vanilluxe,,True,584.png,Vanilluxe | vanilluxe
585,585,Deerling,Deerling,deerling,,True,585.png,Deerling | deerling
586,586,Sawsbuck,Sawsbuck,sawsbuck,,True,586.png,Sawsbuck | sawsbuck
587,587,Emolga,Emolga,emolga,,True,587.png,Emolga | emolga
588,588,Karrablast,Karrablast,karrablast,,True,588.png,Karrablast | karrablast
589,589,Escavalier,Escavalier,escavalier,,True,589.png,Escavalier | escavalier
590,590,Foongus,Foongus,foongus,,True,590.png,Foongus | foongus
591,591,Amoonguss,Amoonguss,amoonguss,,True,591.png,Amoonguss | amoonguss
592,592,Frillish,Frillish,frillish-male,,True,592.png,Frillish | frillish male | frillish-male
593,593,Jellicent,Jellicent,jellicent-male,,True,593.png,Jellicent | jellicent male | jellicent-male
594,594,Alomomola,Alomomola,alomomola,,True,594.png,Alomomola | alomomola
595,595,Joltik,Joltik,joltik,,True,595.png,Joltik | joltik
596,596,Galvantula,Galvantula,galvantula,,True,596.png,Galvantula | galvantula
597,597,Ferroseed,Ferroseed,ferroseed,,True,597.png,Ferroseed | ferroseed
598,598,Ferrothorn,Ferrothorn,ferrothorn,,True,598.png,Ferrothorn | ferrothorn
599,599,Klink,Klink,klink,,True,599.png,Klink | klink
600,600,Klang,Klang,klang,,True,600.png,Klang | klang
601,601,Klinklang,Klinklang,klinklang,,True,601.png,Klinklang | klinklang
602,602,Tynamo,Tynamo,tynamo,,True,602.png,Tynamo | tynamo
603,603,Eelektrik,Eelektrik,eelektrik,,True,603.png,Eelektrik | eelektrik
604,604,Eelektross,Eelektross,eelektross,,True,604.png,Eelektross | eelektross
605,605,Elgyem,Elgyem,elgyem,,True,605.png,Elgyem | elgyem
606,606,Beheeyem,Beheeyem,beheeyem,,True,606.png,Beheeyem | beheeyem
607,607,Litwick,Litwick,litwick,,True,607.png,Litwick | litwick
608,608,Lampent,Lampent,lampent,,True,608.png,Lampent | lampent
609,609,Chandelure,Chandelure,chandelure,,True,609.png,Chandelure | chandelure
610,610,Axew,Axew,axew,,True,610.png,Axew | axew
611,611,Fraxure,Fraxure,fraxure,,True,611.png,Fraxure | fraxure
612,612,Haxorus,Haxorus,haxorus,,True,612.png,Haxorus | haxorus
613,613,Cubchoo,Cubchoo,cubchoo,,True,613.png,Cubchoo | cubchoo
614,614,Beartic,Beartic,beartic,,True,614.png,Beartic | beartic
615,615,Cryogonal,Cryogonal,cryogonal,,True,615.png,Cryogonal | cryogonal
616,616,Shelmet,Shelmet,shelmet,,True,616.png,Shelmet | shelmet
617,617,Accelgor,Accelgor,accelgor,,True,617.png,Accelgor | accelgor
618,618,Stunfisk,Stunfisk,stunfisk,,True,618.png,Stunfisk | stunfisk
619,619,Mienfoo,Mienfoo,mienfoo,,True,619.png,Mienfoo | mienfoo
620,620,Mienshao,Mienshao,mienshao,,True,620.png,Mienshao | mienshao
621,621,Druddigon,Druddigon,druddigon,,True,621.png,Druddigon | druddigon
622,622,Golett,Golett,golett,,True,622.png,Golett | golett
623,623,Golurk,Golurk,golurk,,True,623.png,Golurk | golurk
624,624,Pawniard,Pawniard,pawniard,,True,624.png,Pawniard | pawniard
625,625,Bisharp,Bisharp,bisharp,,True,625.png,Bisharp | bisharp
626,626,Bouffalant,Bouffalant,bouffalant,,True,626.png,Bouffalant | bouffalant
627,627,Rufflet,Rufflet,rufflet,,True,627.png,Rufflet | rufflet
628,628,Braviary,Braviary,braviary,,True,628.png,Braviary | braviary
629,629,Vullaby,Vullaby,vullaby,,True,629.png,Vullaby | vullaby
630,630,Mandibuzz,Mandibuzz,mandibuzz,,True,630.png,Mandibuzz | mandibuzz
631,631,Heatmor,Heatmor,heatmor,,True,631.png,Heatmor | heatmor
632,632,Durant,Durant,durant,,True,632.png,Durant | durant
633,633,Deino,Deino,deino,,True,633.png,Deino | deino
634,634,Zweilous,Zweilous,zweilous,,True,634.png,Zweilous | zweilous
635,635,Hydreigon,Hydreigon,hydreigon,,True,635.png,Hydreigon | hydreigon
636,636,Larvesta,Larvesta,larvesta,,True,636.png,Larvesta | larvesta
637,637,Volcarona,Volcarona,volcarona,,True,637.png,Volcarona | volcarona
638,638,Cobalion,Cobalion,cobalion,,True,638.png,Cobalion | cobalion
639,639,Terrakion,Terrakion,terrakion,,True,639.png,Terrakion | terrakion
640,640,Virizion,Virizion,virizion,,True,640.png,Virizion | virizion
641,641,Tornadus,Tornadus,tornadus-incarnate,,True,641.png,Tornadus | tornadus incarnate | tornadus-incarnate
642,642,Thundurus,Thundurus,thundurus-incarnate,,True,642.png,Thundurus | thundurus incarnate | thundurus-incarnate
643,643,Reshiram,Reshiram,reshiram,,True,643.png,Reshiram | reshiram
644,644,Zekrom,Zekrom,zekrom,,True,644.png,Zekrom | zekrom
645,645,Landorus,Landorus,landorus-incarnate,,True,645.png,Landorus | landorus incarnate | landorus-incarnate
646,646,Kyurem,Kyurem,kyurem,,True,646.png,Kyurem | kyurem
647,647,Keldeo,Keldeo,keldeo-ordinary,,True,647.png,Keldeo | keldeo ordinary | keldeo-ordinary
648,648,Meloetta,Meloetta,meloetta-aria,,True,648.png,Meloetta | meloetta aria | meloetta-aria
649,649,Genesect,Genesect,genesect,,True,649.png,Genesect | genesect
650,650,Chespin,Chespin,chespin,,True,650.png,Chespin | chespin
651,651,Quilladin,Quilladin,quilladin,,True,651.png,Quilladin | quilladin
652,652,Chesnaught,Chesnaught,chesnaught,,True,652.png,Chesnaught | chesnaught
653,653,Fennekin,Fennekin,fennekin,,True,653.png,Fennekin | fennekin
654,654,Braixen,Braixen,braixen,,True,654.png,Braixen | braixen
655,655,Delphox,Delphox,delphox,,True,655.png,Delphox | delphox
656,656,Froakie,Froakie,froakie,,True,656.png,Froakie | froakie
657,657,Frogadier,Frogadier,frogadier,,True,657.png,Frogadier | frogadier
658,658,Greninja,Greninja,greninja,,True,658.png,Greninja | greninja
659,659,Bunnelby,Bunnelby,bunnelby,,True,659.png,Bunnelby | bunnelby
660,660,Diggersby,Diggersby,diggersby,,True,660.png,Diggersby | diggersby
661,661,Fletchling,Fletchling,fletchling,,True,661.png,Fletchling | fletchling
662,662,Fletchinder,Fletchinder,fletchinder,,True,662.png,Fletchinder | fletchinder
663,663,Talonflame,Talonflame,talonflame,,True,663.png,Talonflame | talonflame
664,664,Scatterbug,Scatterbug,scatterbug,,True,664.png,Scatterbug | scatterbug
665,665,Spewpa,Spewpa,spewpa,,True,665.png,Spewpa | spewpa
666,666,Vivillon,Vivillon,vivillon,,True,666.png,Vivillon | vivillon
667,667,Litleo,Litleo,litleo,,True,667.png,Litleo | litleo
668,668,Pyroar,Pyroar,pyroar-male,,True,668.png,Pyroar | pyroar male | pyroar-male
669,669,Flabébé,Flabébé,flabebe,,True,669.png,Flabébé | flabebe
670,670,Floette,Floette,floette,,True,670.png,Floette | floette
671,671,Florges,Florges,florges,,True,671.png,Florges | florges
672,672,Skiddo,Skiddo,skiddo,,True,672.png,Skiddo | skiddo
673,673,Gogoat,Gogoat,gogoat,,True,673.png,Gogoat | gogoat
674,674,Pancham,Pancham,pancham,,True,674.png,Pancham | pancham
675,675,Pangoro,Pangoro,pangoro,,True,675.png,Pangoro | pangoro
676,676,Furfrou,Furfrou,furfrou,,True,676.png,Furfrou | furfrou
677,677,Espurr,Espurr,espurr,,True,677.png,Espurr | espurr
678,678,Meowstic,Meowstic,meowstic-male,,True,678.png,Meowstic | meowstic male | meowstic-male
679,679,Honedge,Honedge,honedge,,True,679.png,Honedge | honedge
680,680,Doublade,Doublade,doublade,,True,680.png,Doublade | doublade
681,681,Aegislash,Aegislash,aegislash-shield,,True,681.png,Aegislash | aegislash shield | aegislash-shield
682,682,Spritzee,Spritzee,spritzee,,True,682.png,Spritzee | spritzee
683,683,Aromatisse,Aromatisse,aromatisse,,True,683.png,Aromatisse | aromatisse
684,684,Swirlix,Swirlix,swirlix,,True,684.png,Swirlix | swirlix
685,685,Slurpuff,Slurpuff,slurpuff,,True,685.png,Slurpuff | slurpuff
686,686,Inkay,Inkay,inkay,,True,686.png,Inkay | inkay
687,687,Malamar,Malamar,malamar,,True,687.png,Malamar | malamar
688,688,Binacle,Binacle,binacle,,True,688.png,Binacle | binacle
689,689,Barbaracle,Barbaracle,barbaracle,,True,689.png,Barbaracle | barbaracle
690,690,Skrelp,Skrelp,skrelp,,True,690.png,Skrelp | skrelp
691,691,Dragalge,Dragalge,dragalge,,True,691.png,Dragalge | dragalge
692,692,Clauncher,Clauncher,clauncher,,True,692.png,Clauncher | clauncher
693,693,Clawitzer,Clawitzer,clawitzer,,True,693.png,Clawitzer | clawitzer
694,694,Helioptile,Helioptile,helioptile,,True,694.png,Helioptile | helioptile
695,695,Heliolisk,Heliolisk,heliolisk,,True,695.png,Heliolisk | heliolisk
696,696,Tyrunt,Tyrunt,tyrunt,,True,696.png,Tyrunt | tyrunt
697,697,Tyrantrum,Tyrantrum,tyrantrum,,True,697.png,Tyrantrum | tyrantrum
698,698,Amaura,Amaura,amaura,,True,698.png,Amaura | amaura
699,699,Aurorus,Aurorus,aurorus,,True,699.png,Aurorus | aurorus
700,700,Sylveon,Sylveon,sylveon,,True,700.png,Sylveon | sylveon
701,701,Hawlucha,Hawlucha,hawlucha,,True,701.png,Hawlucha | hawlucha
702,702,Dedenne,Dedenne,dedenne,,True,702.png,Dedenne | dedenne
703,703,Carbink,Carbink,carbink,,True,703.png,Carbink | carbink
704,704,Goomy,Goomy,goomy,,True,704.png,Goomy | goomy
705,705,Sliggoo,Sliggoo,sliggoo,,True,705.png,Sliggoo | sliggoo
706,706,Goodra,Goodra,goodra,,True,706.png,Goodra | goodra
707,707,Klefki,Klefki,klefki,,True,707.png,Klefki | klefki
708,708,Phantump,Phantump,phantump,,True,708.png,Phantump | phantump
709,709,Trevenant,Trevenant,trevenant,,True,709.png,Trevenant | trevenant
710,710,Pumpkaboo,Pumpkaboo,pumpkaboo-average,,True,710.png,Pumpkaboo | pumpkaboo average | pumpkaboo-average
711,711,Gourgeist,Gourgeist,gourgeist-average,,True,711.png,Gourgeist | gourgeist average | gourgeist-average
712,712,Bergmite,Bergmite,bergmite,,True,712.png,Bergmite | bergmite
713,713,Avalugg,Avalugg,avalugg,,True,713.png,Avalugg | avalugg
714,714,Noibat,Noibat,noibat,,True,714.png,Noibat | noibat
715,715,Noivern,Noivern,noivern,,True,715.png,Noivern | noivern
716,716,Xerneas,Xerneas,xerneas,,True,716.png,Xerneas | xerneas
717,717,Yveltal,Yveltal,yveltal,,True,717.png,Yveltal | yveltal
718,718,Zygarde,Zygarde,zygarde-50,,True,718.png,Zygarde | zygarde 50 | zygarde-50
719,719,Diancie,Diancie,diancie,,True,719.png,Diancie | diancie
720,720,Hoopa,Hoopa,hoopa,,True,720.png,Hoopa | hoopa
721,721,Volcanion,Volcanion,volcanion,,True,721.png,Volcanion | volcanion
722,722,Rowlet,Rowlet,rowlet,,True,722.png,Rowlet | rowlet
723,723,Dartrix,Dartrix,dartrix,,True,723.png,Dartrix | dartrix
724,724,Decidueye,Decidueye,decidueye,,True,724.png,Decidueye | decidueye
725,725,Litten,Litten,litten,,True,725.png,Litten | litten
726,726,Torracat,Torracat,torracat,,True,726.png,Torracat | torracat
727,727,Incineroar,Incineroar,incineroar,,True,727.png,Incineroar | incineroar
728,728,Popplio,Popplio,popplio,,True,728.png,Popplio | popplio
729,729,Brionne,Brionne,brionne,,True,729.png,Brionne | brionne
730,730,Primarina,Primarina,primarina,,True,730.png,Primarina | primarina
731,731,Pikipek,Pikipek,pikipek,,True,731.png,Pikipek | pikipek
732,732,Trumbeak,Trumbeak,trumbeak,,True,732.png,Trumbeak | trumbeak
733,733,Toucannon,Toucannon,toucannon,,True,733.png,Toucannon | toucannon
734,734,Yungoos,Yungoos,yungoos,,True,734.png,Yungoos | yungoos
